chrom	start	end	GC
chr2	207000000	207100000	0.40811
chr2	207100000	207200000	0.40761
chr2	207200000	207300000	0.41532
chr2	207300000	207400000	0.40072
chr2	207400000	207500000	0.40493
chr2	207500000	207600000	0.38833
chr2	207600000	207700000	0.43792
chr2	207700000	207800000	0.44016
chr2	207800000	207900000	0.42762
chr2	207900000	208000000	0.41078
chr2	208000000	208100000	0.41607
chr2	208100000	208200000	0.42774
chr2	208200000	208300000	0.41409
chr2	208300000	208400000	0.38329
chr2	208400000	208500000	0.37391
chr2	208500000	208600000	0.38081
chr2	208600000	208700000	0.36493
chr2	208700000	208800000	0.361
chr2	208800000	208900000	0.37863
chr2	208900000	209000000	0.36423
chr2	209000000	209100000	0.36496
chr2	209100000	209200000	0.36156
chr2	209200000	209300000	0.36454
chr2	209300000	209400000	0.37033
chr2	209400000	209500000	0.36212
chr2	209500000	209600000	0.35613
chr2	209600000	209700000	0.36055
chr2	209700000	209800000	0.37095
chr2	209800000	209900000	0.37396
chr2	209900000	210000000	0.37611
chr2	210000000	210100000	0.37576
chr2	210100000	210200000	0.36236
chr2	210200000	210300000	0.37686
chr2	210300000	210400000	0.37923
chr2	210400000	210500000	0.38277
chr2	210500000	210600000	0.35788
chr2	210600000	210700000	0.35961
chr2	210700000	210800000	0.37005
chr2	210800000	210900000	0.36285
chr2	210900000	211000000	0.35232
chr2	211000000	211100000	0.34971
chr2	211100000	211200000	0.34443
chr2	211200000	211300000	0.37117
chr2	211300000	211400000	0.36647
chr2	211400000	211500000	0.35326
chr2	211500000	211600000	0.3606
chr2	211600000	211700000	0.34321
chr2	211700000	211800000	0.35611
chr2	211800000	211900000	0.34916
chr2	211900000	212000000	0.34152
chr2	212000000	212100000	0.34746
chr2	212100000	212200000	0.34426
chr2	212200000	212300000	0.34129
chr2	212300000	212400000	0.32944
chr2	212400000	212500000	0.34554
chr2	212500000	212600000	0.35144
chr2	212600000	212700000	0.36627
chr2	212700000	212800000	0.37385
chr2	212800000	212900000	0.38303
chr2	212900000	213000000	0.37117
chr2	213000000	213100000	0.34632
chr2	213100000	213200000	0.3581
chr2	213200000	213300000	0.36108
chr2	213300000	213400000	0.35666
chr2	213400000	213500000	0.37307
chr2	213500000	213600000	0.35264
chr2	213600000	213700000	0.36719
chr2	213700000	213800000	0.3615
chr2	213800000	213900000	0.35353
chr2	213900000	214000000	0.35921
chr2	214000000	214100000	0.35211
chr2	214100000	214200000	0.35442
chr2	214200000	214300000	0.35298
chr2	214300000	214400000	0.36686
chr2	214400000	214500000	0.3608
chr2	214500000	214600000	0.38042
chr2	214600000	214700000	0.37977
chr2	214700000	214800000	0.36302
chr2	214800000	214900000	0.39894
chr2	214900000	215000000	0.36952
chr2	215000000	215100000	0.37418
chr2	215100000	215200000	0.38681
chr2	215200000	215300000	0.40329
chr2	215300000	215400000	0.40688
chr2	215400000	215500000	0.3885
chr2	215500000	215600000	0.38417
chr2	215600000	215700000	0.38351
chr2	215700000	215800000	0.40655
chr2	215800000	215900000	0.40226
chr2	215900000	216000000	0.41963
chr2	216000000	216100000	0.42661
chr2	216100000	216200000	0.39767
chr2	216200000	216300000	0.45045
chr2	216300000	216400000	0.43321
chr2	216400000	216500000	0.43442
chr2	216500000	216600000	0.44615
chr2	216600000	216700000	0.49219
chr2	216700000	216800000	0.4498
chr2	216800000	216900000	0.45081
chr2	216900000	217000000	0.43492
chr2	217000000	217100000	0.43126
chr2	217100000	217200000	0.39792
chr2	217200000	217300000	0.40113
chr2	217300000	217400000	0.41647
chr2	217400000	217500000	0.40926
chr2	217500000	217600000	0.40649
chr2	217600000	217700000	0.43884
chr2	217700000	217800000	0.44855
chr2	217800000	217900000	0.52212
chr2	217900000	218000000	0.52505
chr2	218000000	218100000	0.49422
chr2	218100000	218200000	0.45041
chr2	218200000	218300000	0.48136
chr2	218300000	218400000	0.50979
chr2	218400000	218500000	0.46032
chr2	218500000	218600000	0.40143
chr2	218600000	218700000	0.47544
chr2	218700000	218800000	0.44336
chr2	218800000	218900000	0.50953
chr2	218900000	219000000	0.47956
chr2	219000000	219100000	0.49619
chr2	219100000	219200000	0.45638
chr2	219200000	219300000	0.52408
chr2	219300000	219400000	0.46852
chr2	219400000	219500000	0.55201
chr2	219500000	219600000	0.54999
chr2	219600000	219700000	0.48705
chr2	219700000	219800000	0.43671
chr2	219800000	219900000	0.42219
chr2	219900000	220000000	0.41545
chr2	220000000	220100000	0.41407
chr2	220100000	220200000	0.41451
chr2	220200000	220300000	0.38977
chr2	220300000	220400000	0.37963
chr2	220400000	220500000	0.39234
chr2	220500000	220600000	0.38839
chr2	220600000	220700000	0.38477
chr2	220700000	220800000	0.36966
chr2	220800000	220900000	0.38071
chr2	220900000	221000000	0.38771
chr2	221000000	221100000	0.38853
chr2	221100000	221200000	0.37943
chr2	221200000	221300000	0.37119
chr2	221300000	221400000	0.39835
chr2	221400000	221500000	0.39617
chr2	221500000	221600000	0.40102
chr2	221600000	221700000	0.38241
chr2	221700000	221800000	0.37958
chr2	221800000	221900000	0.39036
chr2	221900000	222000000	0.38933
chr2	222000000	222100000	0.39703
chr2	222100000	222200000	0.38462
chr2	222200000	222300000	0.39885
chr2	222300000	222400000	0.40259
chr2	222400000	222500000	0.41826
chr2	222500000	222600000	0.402
chr2	222600000	222700000	0.39462
chr2	222700000	222800000	0.42139
chr2	222800000	222900000	0.41814
chr2	222900000	223000000	0.39867
chr2	223000000	223100000	0.41305
chr2	223100000	223200000	0.39628
chr2	223200000	223300000	0.38237
chr2	223300000	223400000	0.37535
chr2	223400000	223500000	0.38345
chr2	223500000	223600000	0.38995
chr2	223600000	223700000	0.40287
chr2	223700000	223800000	0.41758
chr2	223800000	223900000	0.43368
chr2	223900000	224000000	0.41763
chr2	224000000	224100000	0.43644
chr2	224100000	224200000	0.41296
chr2	224200000	224300000	0.39883
chr2	224300000	224400000	0.4179
chr2	224400000	224500000	0.4028
chr2	224500000	224600000	0.3838
chr2	224600000	224700000	0.41768
chr2	224700000	224800000	0.40504
chr2	224800000	224900000	0.38982
chr2	224900000	225000000	0.39334
chr2	225000000	225100000	0.38702
chr2	225100000	225200000	0.36744
chr2	225200000	225300000	0.36915
chr2	225300000	225400000	0.36544
chr2	225400000	225500000	0.37215
chr2	225500000	225600000	0.38659
chr2	225600000	225700000	0.37798
chr2	225700000	225800000	0.37126
chr2	225800000	225900000	0.36371
chr2	225900000	226000000	0.34887
chr2	226000000	226100000	0.37451
chr2	226100000	226200000	0.3708
chr2	226200000	226300000	0.36385
chr2	226300000	226400000	0.38633
chr2	226400000	226500000	0.37983
chr2	226500000	226600000	0.38162
chr2	226600000	226700000	0.41072
chr2	226700000	226800000	0.40696
chr2	226800000	226900000	0.39035
chr2	226900000	227000000	0.39833
chr2	227000000	227100000	0.41355
chr2	227100000	227200000	0.40343
chr2	227200000	227300000	0.39941
chr2	227300000	227400000	0.40002
chr2	227400000	227500000	0.41824
chr2	227500000	227600000	0.37802
chr2	227600000	227700000	0.41979
chr2	227700000	227800000	0.43658
chr2	227800000	227900000	0.41225
chr2	227900000	228000000	0.39425
chr2	228000000	228100000	0.38906
chr2	228100000	228200000	0.37074
chr2	228200000	228300000	0.37148
chr2	228300000	228400000	0.3834
chr2	228400000	228500000	0.3645
chr2	228500000	228600000	0.37634
chr2	228600000	228700000	0.37978
chr2	228700000	228800000	0.37602
chr2	228800000	228900000	0.37521
chr2	228900000	229000000	0.37724
chr2	229000000	229100000	0.38764
chr2	229100000	229200000	0.39314
chr2	229200000	229300000	0.39499
chr2	229300000	229400000	0.40614
chr2	229400000	229500000	0.40212
chr2	229500000	229600000	0.41489
chr2	229600000	229700000	0.41339
chr2	229700000	229800000	0.41248
chr2	229800000	229900000	0.37495
chr2	229900000	230000000	0.43133
chr2	230000000	230100000	0.42466
chr2	230100000	230200000	0.42155
chr2	230200000	230300000	0.40686
chr2	230300000	230400000	0.40723
chr2	230400000	230500000	0.40161
chr2	230500000	230600000	0.41185
chr2	230600000	230700000	0.46281
chr2	230700000	230800000	0.41384
chr2	230800000	230900000	0.47558
chr2	230900000	231000000	0.48284
chr2	231000000	231100000	0.44559
chr2	231100000	231200000	0.40336
chr2	231200000	231300000	0.44778
chr2	231300000	231400000	0.49117
chr2	231400000	231500000	0.47103
chr2	231500000	231600000	0.4909
chr2	231600000	231700000	0.53095
chr2	231700000	231800000	0.46131
chr2	231800000	231900000	0.46091
chr2	231900000	232000000	0.45277
chr2	232000000	232100000	0.39393
chr2	232100000	232200000	0.39564
chr2	232200000	232300000	0.445
chr2	232300000	232400000	0.52366
chr2	232400000	232500000	0.5448
chr2	232500000	232600000	0.50862
chr2	232600000	232700000	0.48531
chr2	232700000	232800000	0.38886
chr2	232800000	232900000	0.45583
chr2	232900000	233000000	0.46379
chr2	233000000	233100000	0.48721
chr2	233100000	233200000	0.48903934236054164
chr2	233200000	233300000	0.46232
chr2	233300000	233400000	0.47348
chr2	233400000	233500000	0.48172
chr2	233500000	233600000	0.38105
chr2	233600000	233700000	0.39386
chr2	233700000	233800000	0.44122
chr2	233800000	233900000	0.44817
chr2	233900000	234000000	0.44401
chr2	234000000	234100000	0.40804
chr2	234100000	234200000	0.42611
chr2	234200000	234300000	0.42785
chr2	234300000	234400000	0.43789
chr2	234400000	234500000	0.46104
chr2	234500000	234600000	0.44658
chr2	234600000	234700000	0.4419
chr2	234700000	234800000	0.43542
chr2	234800000	234900000	0.44333
chr2	234900000	235000000	0.46986
chr2	235000000	235100000	0.4822
chr2	235100000	235200000	0.44045
chr2	235200000	235300000	0.42802
chr2	235300000	235400000	0.45799
chr2	235400000	235500000	0.45698
chr2	235500000	235600000	0.48588
chr2	235600000	235700000	0.48148
chr2	235700000	235800000	0.46866
chr2	235800000	235900000	0.46199
chr2	235900000	236000000	0.45778
chr2	236000000	236100000	0.46688
chr2	236100000	236200000	0.49997
chr2	236200000	236300000	0.45453
chr2	236300000	236400000	0.44771
chr2	236400000	236500000	0.41021
chr2	236500000	236600000	0.45975
chr2	236600000	236700000	0.48168
chr2	236700000	236800000	0.46178
chr2	236800000	236900000	0.44675
chr2	236900000	237000000	0.45076
chr2	237000000	237100000	0.43266
chr2	237100000	237200000	0.42081
chr2	237200000	237300000	0.43004
chr2	237300000	237400000	0.45078
chr2	237400000	237500000	0.47644
chr2	237500000	237600000	0.5174
chr2	237600000	237700000	0.47616
chr2	237700000	237800000	0.45211
chr2	237800000	237900000	0.44105
chr2	237900000	238000000	0.48008
chr2	238000000	238100000	0.45466
chr2	238100000	238200000	0.54716
chr2	238200000	238300000	0.51345
chr2	238300000	238400000	0.45422
chr2	238400000	238500000	0.47238
chr2	238500000	238600000	0.50138
chr2	238600000	238700000	0.43771
chr2	238700000	238800000	0.45161
chr2	238800000	238900000	0.47357
chr2	238900000	239000000	0.48804360920371037
chr2	239000000	239100000	0.52969
chr2	239100000	239200000	0.53156
chr2	239200000	239300000	0.49378
chr2	239300000	239400000	0.49582
chr2	239400000	239500000	0.48908
chr2	239500000	239600000	0.52603
chr2	239600000	239700000	0.47854
chr2	239700000	239800000	0.51301
chr2	239800000	239900000	0.4828048280482805
chr2	239900000	240000000	0.49176
chr2	240000000	240100000	0.42835
chr2	240100000	240200000	0.50957
chr2	240200000	240300000	0.49824
chr2	240300000	240400000	0.53174
chr2	240400000	240500000	0.54198
chr2	240500000	240600000	0.53347
chr2	240600000	240700000	0.53958
chr2	240700000	240800000	0.5949
chr2	240800000	240900000	0.53258
chr2	240900000	241000000	0.58103
chr2	241000000	241100000	0.50217
chr2	241100000	241200000	0.50802
chr2	241200000	241300000	0.50166
chr2	241300000	241400000	0.42772
chr2	241400000	241500000	0.47945
chr2	241500000	241600000	0.5235
chr2	241600000	241700000	0.51242
chr2	241700000	241800000	0.53437
chr2	241800000	241900000	0.57055
chr2	241900000	242000000	0.508
chr2	242000000	242100000	0.48244
chr2	242100000	242193529	0.40207592572639445
chr3	0	100000	0.3867777777777778
chr3	100000	200000	0.38063
chr3	200000	300000	0.37341
chr3	300000	400000	0.36183
chr3	400000	500000	0.38073
chr3	500000	600000	0.35426
chr3	600000	700000	0.35599
chr3	700000	800000	0.35534
chr3	800000	900000	0.38503
chr3	900000	1000000	0.37199
chr3	1000000	1100000	0.35112
chr3	1100000	1200000	0.36509
chr3	1200000	1300000	0.37647
chr3	1300000	1400000	0.35492
chr3	1400000	1500000	0.36626
chr3	1500000	1600000	0.35615
chr3	1600000	1700000	0.36418
chr3	1700000	1800000	0.37412
chr3	1800000	1900000	0.36811
chr3	1900000	2000000	0.37799
chr3	2000000	2100000	0.37551
chr3	2100000	2200000	0.38292
chr3	2200000	2300000	0.35742
chr3	2300000	2400000	0.36805
chr3	2400000	2500000	0.37384
chr3	2500000	2600000	0.37504
chr3	2600000	2700000	0.38229
chr3	2700000	2800000	0.38526
chr3	2800000	2900000	0.38667
chr3	2900000	3000000	0.38945
chr3	3000000	3100000	0.41519
chr3	3100000	3200000	0.39274
chr3	3200000	3300000	0.39738
chr3	3300000	3400000	0.38919
chr3	3400000	3500000	0.37934
chr3	3500000	3600000	0.38055
chr3	3600000	3700000	0.40403
chr3	3700000	3800000	0.40291
chr3	3800000	3900000	0.39928
chr3	3900000	4000000	0.38247
chr3	4000000	4100000	0.39593
chr3	4100000	4200000	0.39417
chr3	4200000	4300000	0.38637
chr3	4300000	4400000	0.39938
chr3	4400000	4500000	0.4107
chr3	4500000	4600000	0.41709
chr3	4600000	4700000	0.42165
chr3	4700000	4800000	0.4457
chr3	4800000	4900000	0.41738
chr3	4900000	5000000	0.41774
chr3	5000000	5100000	0.45953
chr3	5100000	5200000	0.42588
chr3	5200000	5300000	0.42664
chr3	5300000	5400000	0.41751
chr3	5400000	5500000	0.39297
chr3	5500000	5600000	0.3952
chr3	5600000	5700000	0.38816
chr3	5700000	5800000	0.38724
chr3	5800000	5900000	0.38247
chr3	5900000	6000000	0.37967
chr3	6000000	6100000	0.38149
chr3	6100000	6200000	0.3628
chr3	6200000	6300000	0.37692
chr3	6300000	6400000	0.37025
chr3	6400000	6500000	0.37656
chr3	6500000	6600000	0.36428
chr3	6600000	6700000	0.37018
chr3	6700000	6800000	0.36829
chr3	6800000	6900000	0.38632
chr3	6900000	7000000	0.37373
chr3	7000000	7100000	0.36767
chr3	7100000	7200000	0.369
chr3	7200000	7300000	0.36991
chr3	7300000	7400000	0.3737
chr3	7400000	7500000	0.37648
chr3	7500000	7600000	0.39507
chr3	7600000	7700000	0.38639
chr3	7700000	7800000	0.39979
chr3	7800000	7900000	0.38252
chr3	7900000	8000000	0.39652
chr3	8000000	8100000	0.3837
chr3	8100000	8200000	0.40384
chr3	8200000	8300000	0.39425
chr3	8300000	8400000	0.39884
chr3	8400000	8500000	0.43044
chr3	8500000	8600000	0.44025
chr3	8600000	8700000	0.46964
chr3	8700000	8800000	0.45828
chr3	8800000	8900000	0.41826
chr3	8900000	9000000	0.41333
chr3	9000000	9100000	0.45176
chr3	9100000	9200000	0.46834
chr3	9200000	9300000	0.44489
chr3	9300000	9400000	0.42488
chr3	9400000	9500000	0.39849
chr3	9500000	9600000	0.45582
chr3	9600000	9700000	0.47295
chr3	9700000	9800000	0.49841
chr3	9800000	9900000	0.49323
chr3	9900000	10000000	0.48305
chr3	10000000	10100000	0.44614
chr3	10100000	10200000	0.47576
chr3	10200000	10300000	0.47596
chr3	10300000	10400000	0.51349
chr3	10400000	10500000	0.50937
chr3	10500000	10600000	0.48471
chr3	10600000	10700000	0.47409
chr3	10700000	10800000	0.4621
chr3	10800000	10900000	0.46132
chr3	10900000	11000000	0.49595
chr3	11000000	11100000	0.4805
chr3	11100000	11200000	0.4556
chr3	11200000	11300000	0.44911
chr3	11300000	11400000	0.41488
chr3	11400000	11500000	0.42371
chr3	11500000	11600000	0.47877
chr3	11600000	11700000	0.42397
chr3	11700000	11800000	0.45854
chr3	11800000	11900000	0.41717
chr3	11900000	12000000	0.44921
chr3	12000000	12100000	0.39078
chr3	12100000	12200000	0.43118
chr3	12200000	12300000	0.39915
chr3	12300000	12400000	0.37578
chr3	12400000	12500000	0.45111
chr3	12500000	12600000	0.44321
chr3	12600000	12700000	0.44062
chr3	12700000	12800000	0.4735
chr3	12800000	12900000	0.50934
chr3	12900000	13000000	0.54976
chr3	13000000	13100000	0.53762
chr3	13100000	13200000	0.51393
chr3	13200000	13300000	0.52488
chr3	13300000	13400000	0.52686
chr3	13400000	13500000	0.48612
chr3	13500000	13600000	0.53589
chr3	13600000	13700000	0.53302
chr3	13700000	13800000	0.46698
chr3	13800000	13900000	0.50885
chr3	13900000	14000000	0.41022
chr3	14000000	14100000	0.40086
chr3	14100000	14200000	0.44999
chr3	14200000	14300000	0.46973
chr3	14300000	14400000	0.51069
chr3	14400000	14500000	0.52379
chr3	14500000	14600000	0.51915
chr3	14600000	14700000	0.45176
chr3	14700000	14800000	0.45121
chr3	14800000	14900000	0.48979
chr3	14900000	15000000	0.43308
chr3	15000000	15100000	0.45146
chr3	15100000	15200000	0.42825
chr3	15200000	15300000	0.4197
chr3	15300000	15400000	0.45249
chr3	15400000	15500000	0.44687
chr3	15500000	15600000	0.42099
chr3	15600000	15700000	0.40656
chr3	15700000	15800000	0.37015
chr3	15800000	15900000	0.38781
chr3	15900000	16000000	0.41435
chr3	16000000	16100000	0.41901
chr3	16100000	16200000	0.442
chr3	16200000	16300000	0.42417
chr3	16300000	16400000	0.44331
chr3	16400000	16500000	0.4194
chr3	16500000	16600000	0.40524
chr3	16600000	16700000	0.39846
chr3	16700000	16800000	0.40838
chr3	16800000	16900000	0.3962118863565907
chr3	16900000	17000000	0.3854038540385404
chr3	17000000	17100000	0.39142
chr3	17100000	17200000	0.43516
chr3	17200000	17300000	0.37072
chr3	17300000	17400000	0.3509
chr3	17400000	17500000	0.36
chr3	17500000	17600000	0.36088
chr3	17600000	17700000	0.36744
chr3	17700000	17800000	0.40073
chr3	17800000	17900000	0.39806
chr3	17900000	18000000	0.39127
chr3	18000000	18100000	0.39329
chr3	18100000	18200000	0.37784
chr3	18200000	18300000	0.37152
chr3	18300000	18400000	0.35729
chr3	18400000	18500000	0.36713
chr3	18500000	18600000	0.372
chr3	18600000	18700000	0.3775
chr3	18700000	18800000	0.37509
chr3	18800000	18900000	0.36747
chr3	18900000	19000000	0.37504
chr3	19000000	19100000	0.36424
chr3	19100000	19200000	0.36482
chr3	19200000	19300000	0.36762
chr3	19300000	19400000	0.35602
chr3	19400000	19500000	0.36323
chr3	19500000	19600000	0.37415
chr3	19600000	19700000	0.37819
chr3	19700000	19800000	0.37746
chr3	19800000	19900000	0.39464
chr3	19900000	20000000	0.40182
chr3	20000000	20100000	0.41509
chr3	20100000	20200000	0.37959
chr3	20200000	20300000	0.38338
chr3	20300000	20400000	0.38901
chr3	20400000	20500000	0.37448
chr3	20500000	20600000	0.37021
chr3	20600000	20700000	0.36794
chr3	20700000	20800000	0.36561
chr3	20800000	20900000	0.36866
chr3	20900000	21000000	0.36014
chr3	21000000	21100000	0.35802
chr3	21100000	21200000	0.36038
chr3	21200000	21300000	0.37658
chr3	21300000	21400000	0.36803
chr3	21400000	21500000	0.36126
chr3	21500000	21600000	0.3677
chr3	21600000	21700000	0.37177
chr3	21700000	21800000	0.38081
chr3	21800000	21900000	0.35469
chr3	21900000	22000000	0.35632
chr3	22000000	22100000	0.36659
chr3	22100000	22200000	0.3555
chr3	22200000	22300000	0.35504
chr3	22300000	22400000	0.35884
chr3	22400000	22500000	0.36841
chr3	22500000	22600000	0.36769
chr3	22600000	22700000	0.36812
chr3	22700000	22800000	0.37376
chr3	22800000	22900000	0.38525
chr3	22900000	23000000	0.38952
chr3	23000000	23100000	0.39214
chr3	23100000	23200000	0.3896
chr3	23200000	23300000	0.37761
chr3	23300000	23400000	0.37513
chr3	23400000	23500000	0.38016
chr3	23500000	23600000	0.3805
chr3	23600000	23700000	0.43315
chr3	23700000	23800000	0.43471
chr3	23800000	23900000	0.41448
chr3	23900000	24000000	0.41997
chr3	24000000	24100000	0.40249
chr3	24100000	24200000	0.40223
chr3	24200000	24300000	0.40064
chr3	24300000	24400000	0.3787
chr3	24400000	24500000	0.37815
chr3	24500000	24600000	0.37797
chr3	24600000	24700000	0.36893
chr3	24700000	24800000	0.37538
chr3	24800000	24900000	0.3772
chr3	24900000	25000000	0.37434
chr3	25000000	25100000	0.37559
chr3	25100000	25200000	0.37705
chr3	25200000	25300000	0.38582
chr3	25300000	25400000	0.39945
chr3	25400000	25500000	0.40265
chr3	25500000	25600000	0.42549
chr3	25600000	25700000	0.37085
chr3	25700000	25800000	0.37809
chr3	25800000	25900000	0.38495
chr3	25900000	26000000	0.38183
chr3	26000000	26100000	0.37918
chr3	26100000	26200000	0.38255
chr3	26200000	26300000	0.38003
chr3	26300000	26400000	0.38576
chr3	26400000	26500000	0.36639
chr3	26500000	26600000	0.38555
chr3	26600000	26700000	0.39497
chr3	26700000	26800000	0.38521
chr3	26800000	26900000	0.3731
chr3	26900000	27000000	0.37556
chr3	27000000	27100000	0.39604
chr3	27100000	27200000	0.3761
chr3	27200000	27300000	0.38109
chr3	27300000	27400000	0.37891
chr3	27400000	27500000	0.38805
chr3	27500000	27600000	0.43209
chr3	27600000	27700000	0.41131
chr3	27700000	27800000	0.41094
chr3	27800000	27900000	0.38489
chr3	27900000	28000000	0.3763
chr3	28000000	28100000	0.38315
chr3	28100000	28200000	0.36854
chr3	28200000	28300000	0.3704
chr3	28300000	28400000	0.35664
chr3	28400000	28500000	0.36001
chr3	28500000	28600000	0.38143
chr3	28600000	28700000	0.3869
chr3	28700000	28800000	0.38255
chr3	28800000	28900000	0.37433
chr3	28900000	29000000	0.37442
chr3	29000000	29100000	0.36146
chr3	29100000	29200000	0.37121
chr3	29200000	29300000	0.36876
chr3	29300000	29400000	0.36542
chr3	29400000	29500000	0.36646
chr3	29500000	29600000	0.36548
chr3	29600000	29700000	0.36103
chr3	29700000	29800000	0.36772
chr3	29800000	29900000	0.35473
chr3	29900000	30000000	0.3611
chr3	30000000	30100000	0.37679
chr3	30100000	30200000	0.37428
chr3	30200000	30300000	0.37258
chr3	30300000	30400000	0.3713
chr3	30400000	30500000	0.3727
chr3	30500000	30600000	0.37688
chr3	30600000	30700000	0.40728
chr3	30700000	30800000	0.38084
chr3	30800000	30900000	0.3805
chr3	30900000	31000000	0.39458
chr3	31000000	31100000	0.39593
chr3	31100000	31200000	0.39259
chr3	31200000	31300000	0.40398
chr3	31300000	31400000	0.39754
chr3	31400000	31500000	0.3992
chr3	31500000	31600000	0.37579
chr3	31600000	31700000	0.39872
chr3	31700000	31800000	0.42203
chr3	31800000	31900000	0.42245
chr3	31900000	32000000	0.42096
chr3	32000000	32100000	0.42227
chr3	32100000	32200000	0.43732
chr3	32200000	32300000	0.42699
chr3	32300000	32400000	0.44169
chr3	32400000	32500000	0.4364
chr3	32500000	32600000	0.40977
chr3	32600000	32700000	0.42583
chr3	32700000	32800000	0.43389
chr3	32800000	32900000	0.45888
chr3	32900000	33000000	0.43996
chr3	33000000	33100000	0.43876
chr3	33100000	33200000	0.42962
chr3	33200000	33300000	0.40416
chr3	33300000	33400000	0.38478
chr3	33400000	33500000	0.41546
chr3	33500000	33600000	0.37251
chr3	33600000	33700000	0.36013
chr3	33700000	33800000	0.39654
chr3	33800000	33900000	0.38135
chr3	33900000	34000000	0.42407
chr3	34000000	34100000	0.40844
chr3	34100000	34200000	0.39518
chr3	34200000	34300000	0.40402
chr3	34300000	34400000	0.38427
chr3	34400000	34500000	0.38073
chr3	34500000	34600000	0.37559
chr3	34600000	34700000	0.36321
chr3	34700000	34800000	0.37097
chr3	34800000	34900000	0.37026
chr3	34900000	35000000	0.36155
chr3	35000000	35100000	0.35472
chr3	35100000	35200000	0.36122
chr3	35200000	35300000	0.36393
chr3	35300000	35400000	0.35202
chr3	35400000	35500000	0.36012
chr3	35500000	35600000	0.35433
chr3	35600000	35700000	0.36009
chr3	35700000	35800000	0.36943
chr3	35800000	35900000	0.37367
chr3	35900000	36000000	0.36132
chr3	36000000	36100000	0.36256
chr3	36100000	36200000	0.37696
chr3	36200000	36300000	0.36341
chr3	36300000	36400000	0.3886
chr3	36400000	36500000	0.40289
chr3	36500000	36600000	0.3888
chr3	36600000	36700000	0.39491
chr3	36700000	36800000	0.42466
chr3	36800000	36900000	0.42958
chr3	36900000	37000000	0.43186
chr3	37000000	37100000	0.40287
chr3	37100000	37200000	0.39463
chr3	37200000	37300000	0.41915
chr3	37300000	37400000	0.38355
chr3	37400000	37500000	0.4454
chr3	37500000	37600000	0.45171
chr3	37600000	37700000	0.43387
chr3	37700000	37800000	0.44127
chr3	37800000	37900000	0.43283
chr3	37900000	38000000	0.45148
chr3	38000000	38100000	0.50127
chr3	38100000	38200000	0.44546
chr3	38200000	38300000	0.41483
chr3	38300000	38400000	0.45813
chr3	38400000	38500000	0.44477
chr3	38500000	38600000	0.46076
chr3	38600000	38700000	0.47447
chr3	38700000	38800000	0.42307
chr3	38800000	38900000	0.40282
chr3	38900000	39000000	0.41984
chr3	39000000	39100000	0.40198
chr3	39100000	39200000	0.50069
chr3	39200000	39300000	0.44401
chr3	39300000	39400000	0.41671
chr3	39400000	39500000	0.42734
chr3	39500000	39600000	0.40763
chr3	39600000	39700000	0.38807
chr3	39700000	39800000	0.39211
chr3	39800000	39900000	0.38614
chr3	39900000	40000000	0.3856
chr3	40000000	40100000	0.4075
chr3	40100000	40200000	0.42269
chr3	40200000	40300000	0.4055
chr3	40300000	40400000	0.41188
chr3	40400000	40500000	0.42718
chr3	40500000	40600000	0.42912
chr3	40600000	40700000	0.41627
chr3	40700000	40800000	0.42216
chr3	40800000	40900000	0.40735
chr3	40900000	41000000	0.40529
chr3	41000000	41100000	0.42258
chr3	41100000	41200000	0.43098
chr3	41200000	41300000	0.4059
chr3	41300000	41400000	0.40544
chr3	41400000	41500000	0.38137
chr3	41500000	41600000	0.38768
chr3	41600000	41700000	0.38848
chr3	41700000	41800000	0.37638
chr3	41800000	41900000	0.39507
chr3	41900000	42000000	0.42429
chr3	42000000	42100000	0.44825
chr3	42100000	42200000	0.44821
chr3	42200000	42300000	0.44467
chr3	42300000	42400000	0.42125
chr3	42400000	42500000	0.44057
chr3	42500000	42600000	0.48018
chr3	42600000	42700000	0.4589
chr3	42700000	42800000	0.4634
chr3	42800000	42900000	0.44081
chr3	42900000	43000000	0.42739
chr3	43000000	43100000	0.46134
chr3	43100000	43200000	0.43374
chr3	43200000	43300000	0.42136
chr3	43300000	43400000	0.42055
chr3	43400000	43500000	0.40116
chr3	43500000	43600000	0.39024
chr3	43600000	43700000	0.40831
chr3	43700000	43800000	0.44191
chr3	43800000	43900000	0.42756
chr3	43900000	44000000	0.42903
chr3	44000000	44100000	0.43771
chr3	44100000	44200000	0.43263
chr3	44200000	44300000	0.38043
chr3	44300000	44400000	0.38695
chr3	44400000	44500000	0.45317
chr3	44500000	44600000	0.44949
chr3	44600000	44700000	0.4147
chr3	44700000	44800000	0.4136
chr3	44800000	44900000	0.43114
chr3	44900000	45000000	0.46588
chr3	45000000	45100000	0.46309
chr3	45100000	45200000	0.45711
chr3	45200000	45300000	0.44847
chr3	45300000	45400000	0.43813
chr3	45400000	45500000	0.41323
chr3	45500000	45600000	0.45993
chr3	45600000	45700000	0.45328
chr3	45700000	45800000	0.43022
chr3	45800000	45900000	0.41444
chr3	45900000	46000000	0.47242
chr3	46000000	46100000	0.4286
chr3	46100000	46200000	0.4084
chr3	46200000	46300000	0.42612
chr3	46300000	46400000	0.42051
chr3	46400000	46500000	0.46763
chr3	46500000	46600000	0.43266
chr3	46600000	46700000	0.48477
chr3	46700000	46800000	0.45166
chr3	46800000	46900000	0.5094
chr3	46900000	47000000	0.52735
